iter	Passed	Remaining
1498	267702	1518173
1499	267878	1517979
1500	268072	1517886
1501	268261	1517765
1502	268454	1517667
1503	268641	1517539
1504	268835	1517445
1505	269045	1517444
1506	269228	1517292
1507	269431	1517250
1508	269638	1517229
1509	269809	1517009
1510	270019	1517007
1511	270237	1517047
1512	270427	1516929
1513	270622	1516845
1514	270849	1516936
1515	271046	1516861
1516	271251	1516826
1517	271474	1516897
1518	271687	1516905
1519	271891	1516865
1520	272117	1516954
1521	272336	1516997
1522	272553	1517026
1523	272739	1516887
1524	272941	1516836
1525	273160	1516881
1526	273352	1516772
1527	273550	1516700
1528	273754	1516660
1529	273997	1516837
1530	274193	1516749
1531	274375	1516587
1532	274600	1516662
1533	274812	1516661
1534	274998	1516521
1535	275220	1516579
1536	275395	1516376
1537	275588	1516272
1538	275795	1516248
1539	276018	1516311
1540	276218	1516244
1541	276414	1516154
1542	276608	1516057
1543	276790	1515894
1544	276993	1515846
1545	277168	1515639
1546	277351	1515485
1547	277577	1515560
1548	277765	1515427
1549	277969	1515380
1550	278181	1515381
1551	278394	1515384
1552	278591	1515302
1553	278822	1515401
1554	279033	1515396
1555	279240	1515365
1556	279409	1515129
1557	279600	1515009
1558	279803	1514960
1559	280021	1514988
1560	280205	1514832
1561	280421	1514852
1562	280610	1514719
1563	280799	1514591
1564	280981	1514425
1565	281173	1514312
1566	281403	1514406
1567	281613	1514390
1568	281831	1514415
1569	282023	1514304
1570	282205	1514136
1571	282382	1513946
1572	282588	1513907
1573	282802	1513908
1574	283006	1513857
1575	283231	1513922
1576	283425	1513817
1577	283626	1513755
1578	283859	1513854
1579	284073	1513859
1580	284282	1513833
1581	284491	1513809
1582	284712	1513848
1583	284927	1513855
1584	285121	1513750
1585	285317	1513657
1586	285528	1513642
1587	285718	1513516
1588	285940	1513557
1589	286149	1513533
1590	286351	1513469
1591	286557	1513428
1592	286761	1513371
1593	286961	1513300
1594	287180	1513323
1595	287399	1513347
1596	287603	1513294
1597	287813	1513270
1598	288012	1513192
1599	288210	1513103
1600	288420	1513082
1601	288608	1512942
1602	288806	1512856
1603	289009	1512793
1604	289218	1512767
1605	289413	1512665
1606	289622	1512635
1607	289808	1512481
1608	290031	1512525
1609	290213	1512354
1610	290438	1512409
1611	290645	1512367
1612	290837	1512245
1613	291054	1512257
1614	291240	1512104
1615	291424	1511943
1616	291619	1511838
1617	291820	1511765
1618	292030	1511740
1619	292253	1511782
1620	292453	1511702
1621	292637	1511538
1622	292835	1511449
1623	293060	1511500
1624	293264	1511441
1625	293475	1511415
1626	293679	1511357
1627	293864	1511201
1628	294073	1511168
1629	294286	1511151
1630	294484	1511061
1631	294687	1510994
1632	294867	1510813
1633	295073	1510759
1634	295275	1510690
1635	295484	1510656
1636	295679	1510549
1637	295884	1510492
1638	296081	1510396
1639	296279	1510304
1640	296474	1510196
1641	296688	1510182
1642	296903	1510175
1643	297128	1510223
1644	297335	1510172
1645	297561	1510223
1646	297771	1510192
1647	297969	1510099
1648	298149	1509911
1649	298357	1509868
1650	298544	1509720
1651	298749	1509659
1652	298979	1509728
1653	299185	1509675
1654	299400	1509665
1655	299601	1509584
1656	299791	1509453
1657	299991	1509367
1658	300176	1509207
1659	300372	1509101
1660	300602	1509163
1661	300804	1509090
1662	301008	1509023
1663	301213	1508965
1664	301431	1508966
1665	301641	1508933
1666	301853	1508906
1667	302065	1508876
1668	302273	1508830
1669	302481	1508786
1670	302688	1508731
1671	302896	1508686
1672	303115	1508694
1673	303339	1508723
1674	303559	1508736
1675	303730	1508505
1676	303925	1508391
1677	304152	1508436
1678	304332	1508250
1679	304542	1508212
1680	304755	1508185
1681	304981	1508226
1682	305198	1508220
1683	305415	1508217
1684	305642	1508260
1685	305844	1508180
1686	306040	1508070
1687	306262	1508089
1688	306459	1507984
1689	306635	1507774
1690	306839	1507706
1691	307063	1507732
1692	307279	1507719
1693	307479	1507627
1694	307682	1507554
1695	307876	1507433
1696	308079	1507354
1697	308303	1507383
1698	308506	1507305
1699	308691	1507141
1700	308908	1507133
1701	309110	1507047
1702	309333	1507069
1703	309522	1506924
1704	309746	1506949
1705	309956	1506906
1706	310168	1506871
1707	310372	1506797
1708	310568	1506684
1709	310779	1506646
1710	310983	1506569
1711	311199	1506556
1712	311407	1506498
1713	311616	1506448
1714	311839	1506467
1715	312066	1506500
1716	312273	1506442
1717	312498	1506469
1718	312703	1506396
1719	312899	1506281
1720	313114	1506262
1721	313308	1506135
1722	313517	1506086
1723	313704	1505927
1724	313904	1505832
1725	314123	1505825
1726	314337	1505798
1727	314556	1505795
1728	314771	1505771
1729	314975	1505692
1730	315201	1505717
1731	315408	1505655
1732	315628	1505654
1733	315829	1505561
1734	316036	1505498
1735	316240	1505421
1736	316443	1505336
1737	316631	1505185
1738	316842	1505139
1739	317046	1505059
1740	317255	1505005
1741	317449	1504877
1742	317640	1504738
1743	317843	1504654
1744	318036	1504520
1745	318251	1504493
1746	318431	1504302
1747	318606	1504084
1748	318808	1503997
1749	318994	1503829
1750	319208	1503798
1751	319414	1503729
1752	319617	1503640
1753	319838	1503643
1754	320059	1503642
1755	320266	1503573
1756	320486	1503570
1757	320685	1503462
1758	320882	1503349
1759	321082	1503250
1760	321263	1503063
1761	321478	1503029
1762	321669	1502886
1763	321902	1502941
1764	322086	1502767
1765	322276	1502620
1766	322466	1502471
1767	322651	1502298
1768	322856	1502224
1769	323089	1502277
1770	323309	1502267
1771	323526	1502244
1772	323726	1502141
1773	323918	1502003
1774	324126	1501939
1775	324350	1501945
1776	324561	1501897
1777	324770	1501835
1778	324992	1501832
1779	325198	1501758
1780	325392	1501629
1781	325585	1501493
1782	325799	1501455
1783	325991	1501316
1784	326177	1501148
1785	326357	1500951
1786	326557	1500849
1787	326767	1500791
1788	326994	1500811
1789	327204	1500754
1790	327403	1500645
1791	327602	1500535
1792	327808	1500460
1793	328026	1500437
1794	328243	1500412
1795	328445	1500317
1796	328660	1500281
1797	328847	1500113
1798	329055	1500046
1799	329256	1499947
1800	329448	1499802
1801	329643	1499674
1802	329846	1499584
1803	330042	1499461
1804	330240	1499348
1805	330455	1499308
1806	330640	1499134
1807	330839	1499027
1808	331028	1498868
1809	331223	1498738
1810	331445	1498734
1811	331644	1498623
1812	331868	1498625
1813	332073	1498541
1814	332287	1498499
1815	332510	1498493
1816	332712	1498397
1817	332934	1498388
1818	333141	1498313
1819	333331	1498159
1820	333535	1498069
1821	333740	1497984
1822	333936	1497857
1823	334103	1497605
1824	334282	1497400
1825	334510	1497418
1826	334717	1497341
1827	334913	1497216
1828	335123	1497154
1829	335307	1496975
1830	335516	1496906
1831	335697	1496714
1832	335897	1496603
1833	336103	1496522
1834	336328	1496525
1835	336512	1496346
1836	336724	1496288
1837	336909	1496114
1838	337120	1496051
1839	337331	1495993
1840	337536	1495905
1841	337745	1495836
1842	337924	1495631
1843	338106	1495443
1844	338296	1495288
1845	338497	1495184
1846	338725	1495198
1847	338928	1495098
1848	339143	1495055
1849	339365	1495040
1850	339577	1494985
1851	339784	1494904
1852	340006	1494889
1853	340240	1494927
1854	340445	1494841
1855	340664	1494812
1856	340872	1494733
1857	341070	1494614
1858	341279	1494543
1859	341493	1494494
1860	341664	1494253
1861	341885	1494236
1862	342083	1494113
1863	342305	1494098
1864	342502	1493974
1865	342692	1493818
1866	342903	1493749
1867	343097	1493614
1868	343301	1493515
1869	343511	1493449
1870	343705	1493309
1871	343900	1493173
1872	344112	1493114
1873	344300	1492948
1874	344517	1492907
1875	344711	1492771
1876	344918	1492688
1877	345127	1492613
1878	345309	1492422
1879	345532	1492406
1880	345727	1492269
1881	345942	1492221
1882	346161	1492189
1883	346364	1492089
1884	346589	1492080
1885	346810	1492056
1886	347009	1491938
1887	347223	1491882
1888	347421	1491761
1889	347617	1491629
1890	347827	1491554
1891	348015	1491388
1892	348211	1491258
1893	348437	1491251
1894	348659	1491233
1895	348854	1491096
1896	349066	1491031
1897	349278	1490968
1898	349505	1490964
1899	349686	1490767
1900	349888	1490661
1901	350096	1490580
1902	350298	1490470
1903	350501	1490365
1904	350723	1490343
1905	350951	1490345
1906	351161	1490272
1907	351372	1490202
1908	351566	1490061
1909	351774	1489975
1910	351979	1489881
1911	352200	1489851
1912	352396	1489716
1913	352583	1489543
1914	352813	1489555
1915	352998	1489371
1916	353211	1489311
1917	353397	1489132
1918	353622	1489121
1919	353829	1489034
1920	354018	1488867
1921	354218	1488749
1922	354431	1488685
1923	354663	1488702
1924	354875	1488633
1925	355093	1488589
1926	355313	1488555
1927	355520	1488464
1928	355697	1488250
1929	355906	1488169
1930	356105	1488045
1931	356301	1487909
1932	356483	1487714
1933	356688	1487615
1934	356910	1487589
1935	357104	1487442
1936	357308	1487340
1937	357516	1487251
1938	357717	1487136
1939	357912	1486997
1940	358109	1486865
1941	358328	1486823
1942	358552	1486802
1943	358768	1486747
1944	358974	1486653
1945	359165	1486493
1946	359372	1486404
1947	359584	1486331
1948	359799	1486273
1949	360005	1486176
1950	360206	1486061
1951	360432	1486047
1952	360637	1485943
1953	360855	1485897
1954	361055	1485776
1955	361258	1485667
1956	361450	1485509
1957	361649	1485384
1958	361856	1485291
1959	362055	1485167
1960	362264	1485079
1961	362471	1484987
1962	362655	1484800
1963	362864	1484715
1964	363082	1484664
1965	363297	1484603
1966	363491	1484455
1967	363686	1484315
1968	363874	1484140
1969	364082	1484051
1970	364265	1483859
1971	364470	1483755
1972	364647	1483541
1973	364859	1483467
1974	365072	1483393
1975	365292	1483355
1976	365480	1483182
1977	365664	1482995
1978	365866	1482877
1979	366053	1482701
1980	366260	1482604
1981	366468	1482516
1982	366655	1482337
1983	366868	1482266
1984	367058	1482104
1985	367274	1482043
1986	367486	1481967
1987	367684	1481834
1988	367882	1481701
1989	368071	1481533
1990	368276	1481428
1991	368472	1481287
1992	368636	1481018
1993	368859	1480985
1994	369050	1480825
1995	369263	1480753
1996	369438	1480527
1997	369632	1480378
1998	369837	1480273
1999	370050	1480202
2000	370257	1480105
2001	370470	1480031
2002	370650	1479825
2003	370869	1479774
2004	371097	1479764
2005	371291	1479613
2006	371496	1479505
2007	371701	1479402
2008	371923	1479364
2009	372112	1479193
2010	372316	1479081
2011	372501	1478896
2012	372725	1478867
2013	372918	1478714
2014	373128	1478626
2015	373332	1478516
2016	373541	1478424
2017	373744	1478311
2018	373919	1478082
2019	374144	1478054
2020	374338	1477906
2021	374529	1477741
2022	374737	1477647
2023	374950	1477572
2024	375138	1477395
2025	375340	1477276
2026	375523	1477085
2027	375721	1476947
2028	375935	1476875
2029	376133	1476742
2030	376339	1476636
2031	376567	1476620
2032	376784	1476559
2033	376984	1476429
2034	377171	1476251
2035	377381	1476161
2036	377595	1476089
2037	377761	1475829
2038	377960	1475696
2039	378154	1475545
2040	378360	1475440
2041	378582	1475398
2042	378797	1475328
2043	379016	1475272
2044	379225	1475177
2045	379424	1475046
2046	379636	1474962
2047	379842	1474856
2048	380045	1474738
2049	380235	1474572
2050	380448	1474494
2051	380656	1474393
2052	380856	1474266
2053	381090	1474267
2054	381282	1474107
2055	381477	1473959
2056	381682	1473848
2057	381891	1473752
2058	382099	1473653
2059	382301	1473531
2060	382497	1473384
2061	382706	1473291
2062	382902	1473145
2063	383088	1472959
2064	383276	1472782
2065	383505	1472763
2066	383713	1472664
2067	383918	1472554
2068	384115	1472413
2069	384315	1472279
2070	384504	1472106
2071	384710	1472001
2072	384916	1471892
2073	385132	1471822
2074	385325	1471663
2075	385533	1471564
2076	385748	1471492
2077	385956	1471390
2078	386153	1471246
2079	386367	1471168
2080	386563	1471022
2081	386788	1470984
2082	387010	1470937
2083	387193	1470740
2084	387391	1470600
2085	387583	1470438
2086	387785	1470316
2087	387994	1470218
2088	388184	1470045
2089	388388	1469931
2090	388582	1469773
2091	388794	1469688
2092	389009	1469612
2093	389226	1469544
2094	389443	1469475
2095	389675	1469464
2096	389910	1469463
2097	390170	1469555
2098	390402	1469541
2099	390614	1469456
2100	390808	1469300
2101	391055	1469341
2102	391289	1469336
2103	391510	1469281
2104	391727	1469210
2105	391911	1469017
2106	392132	1468961
2107	392333	1468831
2108	392559	1468792
2109	392775	1468719
2110	392971	1468571
2111	393177	1468458
2112	393373	1468309
2113	393574	1468176
2114	393833	1468262
2115	394064	1468245
2116	394264	1468110
2117	394501	1468113
2118	394712	1468016
2119	394905	1467856
2120	395124	1467790
2121	395328	1467671
2122	395506	1467452
2123	395673	1467194
2124	395889	1467118
2125	396089	1466985
2126	396303	1466900
2127	396500	1466754
2128	396716	1466677
2129	396937	1466620
2130	397154	1466547
2131	397351	1466399
2132	397554	1466272
2133	397766	1466179
2134	397965	1466041
2135	398179	1465955
2136	398382	1465832
2137	398600	1465761
2138	398814	1465676
2139	399028	1465589
2140	399231	1465465
2141	399449	1465394
2142	399681	1465373
2143	399886	1465255
2144	400095	1465152
2145	400302	1465040
2146	400492	1464867
2147	400692	1464729
2148	400874	1464526
2149	401069	1464371
2150	401277	1464263
2151	401466	1464085
2152	401674	1463974
2153	401876	1463845
2154	402063	1463659
2155	402256	1463498
2156	402455	1463355
2157	402681	1463313
2158	402868	1463128
2159	403086	1463053
2160	403288	1462925
2161	403487	1462782
2162	403705	1462708
2163	403909	1462585
2164	404089	1462374
2165	404282	1462210
2166	404499	1462134
2167	404701	1462003
2168	404882	1461794
2169	405070	1461613
2170	405286	1461534
2171	405513	1461493
2172	405692	1461276
2173	405902	1461174
2174	406124	1461114
2175	406303	1460899
2176	406514	1460799
2177	406717	1460672
2178	406926	1460566
2179	407124	1460420
2180	407340	1460337
2181	407540	1460197
2182	407772	1460174
2183	407974	1460040
2184	408183	1459933
2185	408392	1459826
2186	408600	1459713
2187	408812	1459617
2188	409022	1459513
2189	409245	1459455
2190	409443	1459307
2191	409657	1459216
2192	409871	1459127
2193	410087	1459044
2194	410303	1458961
2195	410504	1458822
2196	410726	1458760
2197	410909	1458560
2198	411081	1458319
2199	411289	1458208
2200	411512	1458150
2201	411713	1458011
2202	411883	1457764
2203	412101	1457686
2204	412308	1457571
2205	412526	1457494
2206	412714	1457310
2207	412910	1457154
2208	413098	1456970
2209	413304	1456851
2210	413532	1456810
2211	413752	1456736
2212	413963	1456633
2213	414151	1456451
2214	414360	1456342
2215	414563	1456212
2216	414748	1456016
2217	414958	1455909
2218	415174	1455825
2219	415363	1455643
2220	415579	1455558
2221	415772	1455391
2222	415973	1455251
2223	416195	1455186
2224	416426	1455152
2225	416646	1455080
2226	416853	1454964
2227	417042	1454780
2228	417262	1454707
2229	417460	1454559
2230	417657	1454405
2231	417856	1454259
2232	418053	1454108
2233	418272	1454030
2234	418464	1453860
2235	418643	1453644
2236	418848	1453518
2237	419057	1453406
2238	419277	1453331
2239	419498	1453261
2240	419711	1453165
2241	419890	1452949
2242	420094	1452819
2243	420276	1452612
2244	420476	1452470
2245	420654	1452251
2246	420853	1452105
2247	421075	1452037
2248	421266	1451861
2249	421482	1451773
2250	421662	1451560
2251	421884	1451493
2252	422103	1451414
2253	422322	1451336
2254	422533	1451229
2255	422761	1451182
2256	422960	1451032
2257	423174	1450938
2258	423356	1450730
2259	423566	1450622
2260	423758	1450448
2261	423952	1450285
2262	424156	1450152
2263	424341	1449958
2264	424542	1449817
2265	424739	1449662
2266	424916	1449441
2267	425098	1449232
2268	425303	1449104
2269	425522	1449025
2270	425694	1448784
2271	425891	1448631
2272	426096	1448502
2273	426297	1448360
2274	426511	1448264
2275	426718	1448142
2276	426917	1447994
2277	427117	1447849
2278	427314	1447693
2279	427514	1447549
2280	427697	1447344
2281	427884	1447158
2282	428085	1447016
2283	428305	1446938
2284	428511	1446812
2285	428738	1446759
2286	428924	1446565
2287	429162	1446547
2288	429352	1446369
2289	429554	1446228
2290	429751	1446073
2291	429959	1445954
2292	430162	1445818
2293	430342	1445604
2294	430514	1445367
2295	430697	1445163
2296	430898	1445019
2297	431114	1444926
2298	431317	1444793
2299	431514	1444635
2300	431727	1444533
2301	431914	1444343
2302	432105	1444166
2303	432318	1444065
2304	432537	1443979
2305	432735	1443828
2306	432938	1443691
2307	433126	1443505
2308	433331	1443376
2309	433540	1443258
2310	433751	1443149
2311	433974	1443077
2312	434171	1442920
2313	434373	1442780
2314	434572	1442630
2315	434784	1442522
2316	435011	1442464
2317	435233	1442390
2318	435409	1442164
2319	435607	1442010
2320	435789	1441802
2321	435964	1441575
2322	436182	1441488
2323	436379	1441327
2324	436575	1441169
2325	436782	1441044
2326	436962	1440830
2327	437148	1440635
2328	437364	1440541
2329	437543	1440326
2330	437761	1440237
2331	437982	1440159
2332	438183	1440014
2333	438399	1439917
2334	438621	1439842
2335	438820	1439690
2336	439031	1439578
2337	439227	1439419
2338	439450	1439344
2339	439662	1439235
2340	439867	1439106
2341	440061	1438935
2342	440264	1438797
2343	440471	1438674
2344	440681	1438556
2345	440885	1438420
2346	441104	1438335
2347	441303	1438182
2348	441502	1438031
2349	441703	1437886
2350	441901	1437730
2351	442091	1437548
2352	442303	1437438
2353	442499	1437278
2354	442707	1437153
2355	442880	1436919
2356	443072	1436741
2357	443272	1436593
2358	443483	1436479
2359	443704	1436399
2360	443916	1436289
2361	444102	1436093
2362	444309	1435968
2363	444504	1435802
2364	444689	1435605
2365	444864	1435375
2366	445063	1435222
2367	445257	1435051
2368	445463	1434922
2369	445683	1434837
2370	445863	1434622
2371	446053	1434442
2372	446257	1434304
2373	446450	1434132
2374	446655	1433999
2375	446848	1433827
2376	447032	1433627
2377	447226	1433458
2378	447424	1433300
2379	447635	1433185
2380	447827	1433009
2381	448044	1432915
2382	448256	1432802
2383	448456	1432651
2384	448665	1432530
2385	448881	1432433
2386	449087	1432300
2387	449275	1432112
2388	449485	1431993
2389	449684	1431839
2390	449894	1431722
2391	450119	1431650
2392	450327	1431524
2393	450515	1431335
2394	450714	1431182
2395	450930	1431084
2396	451129	1430928
2397	451325	1430765
2398	451540	1430662
2399	451733	1430490
2400	451895	1430218
2401	452089	1430047
2402	452293	1429910
2403	452504	1429793
2404	452668	1429528
2405	452879	1429412
2406	453084	1429275
2407	453294	1429156
2408	453503	1429036
2409	453683	1428820
2410	453895	1428706
2411	454104	1428583
2412	454312	1428457
2413	454490	1428236
2414	454688	1428079
2415	454877	1427892
2416	455080	1427752
2417	455279	1427595
2418	455474	1427429
2419	455682	1427303
2420	455846	1427037
2421	456046	1426887
2422	456255	1426762
2423	456452	1426603
2424	456661	1426477
2425	456852	1426299
2426	457030	1426078
2427	457239	1425955
2428	457435	1425790
2429	457633	1425631
2430	457833	1425479
2431	458045	1425365
2432	458235	1425183
2433	458408	1424946
2434	458592	1424744
2435	458788	1424580
2436	458975	1424387
2437	459165	1424205
2438	459353	1424013
2439	459552	1423860
2440	459741	1423672
2441	459926	1423474
2442	460118	1423297
2443	460326	1423169
2444	460521	1423002
2445	460702	1422791
2446	460924	1422707
2447	461120	1422540
2448	461339	1422448
2449	461540	1422298
2450	461751	1422180
2451	461970	1422086
2452	462159	1421898
2453	462327	1421647
2454	462549	1421563
2455	462735	1421367
2456	462923	1421176
2457	463126	1421033
2458	463317	1420852
2459	463501	1420651
2460	463701	1420498
2461	463896	1420329
2462	464090	1420157
2463	464314	1420079
2464	464521	1419946
2465	464731	1419824
2466	464941	1419700
2467	465162	1419612
2468	465346	1419411
2469	465549	1419265
2470	465748	1419109
2471	465967	1419014
2472	466163	1418847
2473	466358	1418680
2474	466536	1418459
2475	466743	1418326
2476	466937	1418155
2477	467137	1418001
2478	467346	1417874
2479	467550	1417733
2480	467733	1417529
2481	467939	1417392
2482	468144	1417255
2483	468336	1417075
2484	468543	1416942
2485	468743	1416789
2486	468951	1416659
2487	469143	1416482
2488	469351	1416352
2489	469548	1416189
2490	469739	1416006
2491	469922	1415800
2492	470133	1415681
2493	470321	1415491
2494	470535	1415379
2495	470708	1415142
2496	470875	1414888
2497	471055	1414674
2498	471270	1414564
2499	471466	1414400
2500	471676	1414276
2501	471887	1414154
2502	472093	1414018
2503	472293	1413862
2504	472508	1413753
2505	472679	1413511
2506	472861	1413303
2507	473036	1413075
2508	473233	1412909
2509	473439	1412772
2510	473641	1412624
2511	473849	1412493
2512	474059	1412367
2513	474267	1412237
2514	474441	1412005
2515	474650	1411878
2516	474838	1411688
2517	475058	1411592
2518	475272	1411476
2519	475441	1411231
2520	475628	1411037
2521	475813	1410837
2522	475964	1410538
2523	476150	1410340
2524	476359	1410212
2525	476556	1410048
2526	476745	1409861
2527	476949	1409717
2528	477155	1409581
2529	477339	1409377
2530	477538	1409221
2531	477729	1409038
2532	477941	1408917
2533	478150	1408790
2534	478332	1408579
2535	478513	1408369
2536	478713	1408214
2537	478917	1408069
2538	479119	1407920
2539	479300	1407709
2540	479512	1407588
2541	479723	1407465
2542	479928	1407324
2543	480098	1407080
2544	480298	1406924
2545	480476	1406704
2546	480648	1406466
2547	480839	1406286
2548	481047	1406152
2549	481250	1406005
2550	481441	1405823
2551	481661	1405727
2552	481856	1405557
2553	482053	1405391
2554	482264	1405267
2555	482447	1405062
2556	482637	1404875
2557	482839	1404725
2558	483039	1404571
2559	483220	1404359
2560	483416	1404191
2561	483597	1403979
2562	483796	1403820
2563	483997	1403668
2564	484173	1403443
2565	484363	1403256
2566	484524	1402986
2567	484722	1402825
2568	484910	1402634
2569	485086	1402409
2570	485277	1402226
2571	485448	1401988
2572	485632	1401783
2573	485815	1401580
2574	486012	1401415
2575	486218	1401275
2576	486388	1401032
2577	486594	1400894
2578	486776	1400686
2579	486957	1400475
2580	487167	1400346
2581	487370	1400198
2582	487545	1399972
2583	487745	1399814
2584	487920	1399586
2585	488127	1399450
2586	488339	1399327
2587	488539	1399171
2588	488725	1398973
2589	488935	1398846
2590	489121	1398650
2591	489282	1398380
2592	489473	1398199
2593	489652	1397981
2594	489859	1397846
2595	490013	1397556
2596	490196	1397351
2597	490395	1397193
2598	490616	1397096
2599	490804	1396906
2600	491021	1396795
2601	491220	1396636
2602	491415	1396464
2603	491608	1396288
2604	491814	1396148
2605	492008	1395974
2606	492228	1395873
2607	492431	1395725
2608	492650	1395621
2609	492833	1395418
2610	493030	1395251
2611	493241	1395125
2612	493430	1394936
2613	493646	1394824
2614	493838	1394645
2615	494018	1394431
2616	494213	1394259
2617	494401	1394069
2618	494614	1393949
2619	494818	1393800
2620	495006	1393611
2621	495184	1393390
2622	495398	1393271
2623	495608	1393142
2624	495811	1392992
2625	496004	1392817
2626	496185	1392605
2627	496367	1392398
2628	496562	1392224
2629	496761	1392066
2630	496959	1391903
2631	497154	1391729
2632	497333	1391513
2633	497552	1391408
2634	497750	1391245
2635	497940	1391059
2636	498126	1390862
2637	498339	1390739
2638	498562	1390647
2639	498759	1390482
2640	498937	1390262
2641	499144	1390123
2642	499338	1389947
2643	499533	1389775
2644	499729	1389608
2645	499912	1389400
2646	500092	1389188
2647	500292	1389028
2648	500490	1388866
2649	500688	1388702
2650	500877	1388512
2651	501090	1388390
2652	501309	1388285
2653	501524	1388167
2654	501724	1388010
2655	501911	1387814
2656	502074	1387555
2657	502280	1387413
2658	502485	1387267
2659	502695	1387137
2660	502909	1387016
2661	503120	1386888
2662	503329	1386753
2663	503542	1386631
2664	503727	1386431
2665	503902	1386204
2666	504096	1386029
2667	504268	1385793
2668	504445	1385571
2669	504661	1385456
2670	504853	1385275
2671	505055	1385122
2672	505254	1384961
2673	505448	1384784
2674	505636	1384593
2675	505834	1384429
2676	506042	1384290
2677	506260	1384182
2678	506465	1384037
2679	506656	1383852
2680	506833	1383630
2681	507040	1383490
2682	507253	1383365
2683	507475	1383268
2684	507648	1383033
2685	507843	1382861
2686	508049	1382718
2687	508240	1382536
2688	508437	1382366
2689	508639	1382214
2690	508839	1382053
2691	509040	1381898
2692	509241	1381739
2693	509420	1381524
2694	509596	1381299
2695	509790	1381124
2696	509967	1380901
2697	510163	1380732
2698	510376	1380606
2699	510567	1380422
2700	510775	1380285
2701	510974	1380121
2702	511172	1379956
2703	511356	1379754
2704	511573	1379641
2705	511785	1379513
2706	512001	1379397
2707	512174	1379163
2708	512388	1379041
2709	512593	1378896
2710	512781	1378703
2711	512976	1378528
2712	513148	1378294
2713	513355	1378154
2714	513562	1378013
2715	513743	1377800
2716	513928	1377600
2717	514141	1377476
2718	514347	1377332
2719	514560	1377205
2720	514738	1376987
2721	514934	1376816
2722	515129	1376641
2723	515325	1376470
2724	515511	1376273
2725	515708	1376104
2726	515920	1375976
2727	516101	1375765
2728	516284	1375559
2729	516492	1375421
2730	516687	1375248
2731	516852	1374992
2732	517071	1374884
2733	517282	1374753
2734	517508	1374660
2735	517703	1374488
2736	517891	1374295
2737	518102	1374163
2738	518326	1374067
2739	518545	1373956
2740	518768	1373856
2741	518955	1373661
2742	519156	1373503
2743	519381	1373407
2744	519585	1373258
2745	519770	1373057
2746	519974	1372906
2747	520157	1372700
2748	520362	1372554
2749	520570	1372414
2750	520770	1372251
2751	520990	1372144
2752	521203	1372015
2753	521401	1371849
2754	521574	1371617
2755	521776	1371461
2756	521996	1371353
2757	522183	1371157
2758	522361	1370939
2759	522573	1370808
2760	522759	1370611
2761	522965	1370464
2762	523149	1370260
2763	523351	1370106
2764	523552	1369946
2765	523772	1369836
2766	523975	1369684
2767	524156	1369472
2768	524374	1369356
2769	524580	1369212
2770	524795	1369090
2771	525003	1368949
2772	525184	1368737
2773	525391	1368594
2774	525597	1368447
2775	525773	1368223
2776	525975	1368065
2777	526177	1367910
2778	526383	1367762
2779	526591	1367623
2780	526794	1367468
2781	527006	1367337
2782	527213	1367192
2783	527409	1367021
2784	527620	1366886
2785	527833	1366758
2786	528052	1366646
2787	528255	1366491
2788	528485	1366407
2789	528679	1366228
2790	528865	1366029
2791	529057	1365848
2792	529269	1365716
2793	529490	1365608
2794	529695	1365457
2795	529905	1365321
2796	530114	1365181
2797	530292	1364962
2798	530492	1364799
2799	530697	1364649
2800	530890	1364470
2801	531081	1364283
2802	531271	1364096
2803	531468	1363925
2804	531663	1363750
2805	531839	1363526
2806	532042	1363369
2807	532268	1363273
2808	532456	1363081
2809	532653	1362911
2810	532845	1362728
2811	533072	1362632
2812	533282	1362496
2813	533495	1362366
2814	533705	1362229
2815	533908	1362074
2816	534115	1361929
2817	534283	1361682
2818	534464	1361470
2819	534670	1361324
2820	534883	1361193
2821	535086	1361037
2822	535254	1360793
2823	535452	1360624
2824	535643	1360438
2825	535858	1360313
2826	536046	1360121
2827	536252	1359972
2828	536475	1359867
2829	536669	1359690
