iter	Passed	Remaining
352	47827	1307061
353	47995	1307810
354	48149	1308181
355	48308	1308661
356	48458	1308911
357	48596	1308840
358	48737	1308844
359	48890	1309189
360	49037	1309332
361	49188	1309608
362	49373	1310772
363	49514	1310777
364	49540	1307733
365	49703	1308324
366	49719	1305040
367	49862	1305109
368	50002	1305085
369	50151	1305283
370	50304	1305604
371	50451	1305760
372	50595	1305862
373	50741	1305987
374	50884	1306031
375	51062	1306982
376	51200	1306898
377	51345	1306994
378	51493	1307167
379	51682	1308371
380	51837	1308715
381	52017	1309693
382	52205	1310869
383	52351	1310960
384	52493	1310973
385	52547	1308792
386	52706	1309206
387	52874	1309865
388	53051	1310738
389	53216	1311298
390	53416	1312730
391	53564	1312871
392	53597	1310210
393	53738	1310194
394	53890	1310417
395	54043	1310692
396	54213	1311354
397	54384	1312058
398	54544	1312493
399	54720	1313286
400	54899	1314167
401	55085	1315193
402	55253	1315808
403	55415	1316253
404	55613	1317550
405	55788	1318322
406	55938	1318468
407	56100	1318915
408	56274	1319631
409	56429	1319898
410	56574	1319932
411	56749	1320654
412	56898	1320778
413	57097	1322076
414	57255	1322386
415	57412	1322705
416	57607	1323865
417	57756	1323974
418	57838	1322549
419	58020	1323423
420	58174	1323631
421	58323	1323758
422	58500	1324500
423	58701	1325757
424	58854	1325950
425	59022	1326477
426	59174	1326650
427	59322	1326715
428	59506	1327583
429	59656	1327707
430	59799	1327655
431	59976	1328371
432	60155	1329106
433	60324	1329632
434	60463	1329499
435	60633	1330045
436	60792	1330345
437	60968	1331012
438	61148	1331747
439	61288	1331632
440	61464	1332280
441	61635	1332835
442	61793	1333083
443	61962	1333578
444	62128	1334018
445	62307	1334718
446	62464	1334954
447	62639	1335567
448	62808	1336037
449	62979	1336570
450	63131	1336681
451	63287	1336880
452	63448	1337186
453	63599	1337265
454	63784	1338068
455	63928	1338007
456	64131	1339180
457	64281	1339249
458	64460	1339900
459	64614	1340047
460	64809	1341043
461	64964	1341197
462	65151	1342008
463	65347	1343000
464	65521	1343534
465	65706	1344296
466	65892	1345090
467	66081	1345907
468	66273	1346809
469	66428	1346952
470	66612	1347662
471	66783	1348122
472	66962	1348739
473	67126	1349043
474	67302	1349583
475	67473	1350030
476	67641	1350424
477	67810	1350825
478	67989	1351420
479	68151	1351679
480	68308	1351825
481	68480	1352280
482	68648	1352652
483	68804	1352773
484	69004	1353767
485	69172	1354129
486	69336	1354402
487	69526	1355192
488	69680	1355283
489	69868	1356012
490	70032	1356294
491	70192	1356483
492	70358	1356792
493	70529	1357185
494	70714	1357867
495	70891	1358377
496	71058	1358691
497	71243	1359354
498	71417	1359802
499	71581	1360048
500	71768	1360727
501	71951	1361344
502	72143	1362127
503	72334	1362866
504	72531	1363727
505	72740	1364814
506	72916	1365269
507	73110	1366081
508	73285	1366510
509	73461	1366952
510	73606	1366838
511	73760	1366873
512	73935	1367302
513	74134	1368169
514	74309	1368591
515	74512	1369527
516	74692	1370031
517	74879	1370662
518	75070	1371374
519	75261	1372067
520	75439	1372532
521	75632	1373260
522	75825	1373992
523	76018	1374709
524	76215	1375514
525	76413	1376305
526	76607	1377045
527	76800	1377753
528	76975	1378142
529	77145	1378424
530	77321	1378821
531	77538	1379957
532	77727	1380566
533	77919	1381247
534	78094	1381611
535	78293	1382404
536	78477	1382931
537	78645	1383170
538	78806	1383287
539	78986	1383734
540	79156	1383998
541	79348	1384651
542	79515	1384861
543	79704	1385447
544	79884	1385880
545	80091	1386780
546	80303	1387764
547	80491	1388334
548	80667	1388693
549	80859	1389312
550	81038	1389706
551	81253	1390738
552	81443	1391310
553	81621	1391692
554	81805	1392169
555	81992	1392692
556	82178	1393194
557	82359	1393623
558	82527	1393806
559	82704	1394166
560	82872	1394355
561	83046	1394652
562	83225	1395018
563	83417	1395608
564	83618	1396361
565	83779	1396425
566	84016	1397754
567	84196	1398133
568	84370	1398409
569	84568	1399086
570	84745	1399417
571	84937	1399988
572	85138	1400694
573	85304	1400842
574	85526	1401887
575	85682	1401867
576	85848	1401985
577	86064	1402937
578	86241	1403246
579	86397	1403215
580	86564	1403350
581	86716	1403263
582	86912	1403868
583	87087	1404141
584	87238	1404018
585	87421	1404418
586	87581	1404441
587	87780	1405082
588	87963	1405477
589	88141	1405778
590	88295	1405704
591	88464	1405870
592	88631	1406001
593	88818	1406439
594	89004	1406863
595	89224	1407830
596	89413	1408300
597	89607	1408843
598	89796	1409307
599	89994	1409909
600	90155	1409936
601	90346	1410424
602	90510	1410490
603	90687	1410753
604	90881	1411298
605	91038	1411245
606	91207	1411388
607	91384	1411656
608	91584	1412268
609	91774	1412726
610	91945	1412887
611	92125	1413188
612	92319	1413709
613	92500	1414023
614	92694	1414532
615	92899	1415206
616	93072	1415401
617	93244	1415560
618	93433	1415990
619	93610	1416229
620	93784	1416433
621	93954	1416566
622	94138	1416908
623	94310	1417075
624	94498	1417474
625	94656	1417423
626	94832	1417652
627	94996	1417686
628	95155	1417656
629	95306	1417489
630	95495	1417903
631	95678	1418227
632	95839	1418208
633	95999	1418186
634	96183	1418518
635	96351	1418607
636	96514	1418624
637	96691	1418851
638	96858	1418926
639	97033	1419119
640	97198	1419163
641	97359	1419146
642	97519	1419114
643	97700	1419384
644	97874	1419559
645	98086	1420283
646	98250	1420305
647	98421	1420422
648	98597	1420625
649	98781	1420940
650	98960	1421163
651	99122	1421167
652	99316	1421611
653	99523	1422239
654	99712	1422612
655	99906	1423063
656	100071	1423090
657	100251	1423321
658	100431	1423564
659	100584	1423428
660	100747	1423425
661	100922	1423581
662	101096	1423732
663	101274	1423941
664	101448	1424093
665	101627	1424310
666	101814	1424634
667	101996	1424903
668	102162	1424924
669	102324	1424913
670	102485	1424869
671	102671	1425177
672	102863	1425566
673	103040	1425746
674	103195	1425631
675	103358	1425606
676	103513	1425487
677	103686	1425612
678	103854	1425667
679	104028	1425796
680	104210	1426043
681	104390	1426258
682	104579	1426603
683	104738	1426520
684	104918	1426737
685	105114	1427160
686	105289	1427312
687	105457	1427358
688	105634	1427528
689	105812	1427703
690	105973	1427652
691	106154	1427870
692	106324	1427939
693	106505	1428156
694	106677	1428255
695	106859	1428477
696	107027	1428521
697	107185	1428424
698	107365	1428623
699	107544	1428800
700	107703	1428725
701	107885	1428944
702	108065	1429137
703	108249	1429384
704	108437	1429679
705	108615	1429853
706	108808	1430202
707	108973	1430197
708	109156	1430431
709	109369	1431042
710	109536	1431063
711	109711	1431182
712	109900	1431477
713	110083	1431705
714	110287	1432190
715	110477	1432504
716	110654	1432639
717	110836	1432841
718	111059	1433581
719	111231	1433648
720	111410	1433806
721	111596	1434066
722	111766	1434106
723	111966	1434526
724	112138	1434601
725	112295	1434475
726	112475	1434642
727	112649	1434735
728	112826	1434858
729	113011	1435095
730	113183	1435160
731	113371	1435413
732	113551	1435587
733	113736	1435805
734	113920	1436013
735	114101	1436190
736	114286	1436407
737	114489	1436858
738	114651	1436793
739	114833	1436973
740	115034	1437381
741	115218	1437585
742	115420	1438018
743	115585	1437981
744	115784	1438367
745	115971	1438607
746	116161	1438883
747	116350	1439137
748	116549	1439516
749	116757	1440007
750	116972	1440588
751	117140	1440578
752	117333	1440874
753	117516	1441053
754	117712	1441392
755	117918	1441855
756	118118	1442236
757	118291	1442278
758	118494	1442694
759	118666	1442739
760	118853	1442954
761	119028	1443022
762	119233	1443459
763	119410	1443559
764	119584	1443614
765	119760	1443692
766	119947	1443903
767	120161	1444444
768	120331	1444441
769	120487	1444290
770	120685	1444621
771	120878	1444909
772	121082	1445313
773	121262	1445440
774	121440	1445528
775	121625	1445717
776	121817	1445980
777	122001	1446142
778	122172	1446150
779	122372	1446501
780	122559	1446700
781	122732	1446733
782	122911	1446840
783	123114	1447223
784	123294	1447336
785	123473	1447434
786	123648	1447486
787	123849	1447840
788	124051	1448210
789	124247	1448508
790	124410	1448409
791	124590	1448525
792	124790	1448855
793	124983	1449111
794	125163	1449218
795	125351	1449417
796	125531	1449520
797	125698	1449473
798	125907	1449909
799	126099	1450138
800	126292	1450388
801	126466	1450417
802	126678	1450885
803	126862	1451031
804	127059	1451315
805	127242	1451453
806	127435	1451690
807	127617	1451806
808	127811	1452058
809	128029	1452580
810	128206	1452638
811	128402	1452904
812	128581	1452986
813	128756	1453014
814	128945	1453208
815	129131	1453364
816	129315	1453489
817	129503	1453667
818	129686	1453785
819	129897	1454220
820	130086	1454400
821	130265	1454478
822	130480	1454947
823	130687	1455325
824	130882	1455571
825	131085	1455902
826	131284	1456195
827	131472	1456361
828	131674	1456679
829	131862	1456845
830	132088	1457421
831	132269	1457502
832	132440	1457479
833	132617	1457522
834	132808	1457717
835	132998	1457892
836	133171	1457886
837	133364	1458102
838	133566	1458408
839	133748	1458490
840	133944	1458735
841	134146	1459043
842	134331	1459163
843	134523	1459359
844	134711	1459509
845	134902	1459689
846	135103	1459983
847	135313	1460364
848	135494	1460433
849	135685	1460611
850	135890	1460938
851	136101	1461331
852	136299	1461584
853	136488	1461734
854	136665	1461763
855	136868	1462058
856	137057	1462209
857	137252	1462426
858	137453	1462705
859	137647	1462905
860	137840	1463095
861	138013	1463072
862	138206	1463256
863	138380	1463242
864	138578	1463489
865	138772	1463686
866	138945	1463650
867	139159	1464057
868	139358	1464304
869	139535	1464321
870	139702	1464231
871	139914	1464611
872	140096	1464673
873	140308	1465049
874	140504	1465260
875	140701	1465481
876	140885	1465561
877	141086	1465820
878	141285	1466056
879	141468	1466130
880	141673	1466420
881	141847	1466400
882	142043	1466605
883	142233	1466739
884	142442	1467074
885	142627	1467159
886	142836	1467499
887	143039	1467765
888	143231	1467917
889	143421	1468055
890	143619	1468272
891	143810	1468417
892	144004	1468590
893	144196	1468734
894	144387	1468876
895	144606	1469309
896	144799	1469463
897	145014	1469845
898	145224	1470175
899	145421	1470368
900	145650	1470888
901	145841	1471030
902	146024	1471082
903	146241	1471470
904	146422	1471507
905	146611	1471618
906	146816	1471885
907	147019	1472140
908	147226	1472423
909	147409	1472475
910	147585	1472457
911	147775	1472570
912	147970	1472732
913	148157	1472823
914	148344	1472902
915	148538	1473060
916	148743	1473323
917	148948	1473588
918	149141	1473726
919	149326	1473786
920	149503	1473769
921	149697	1473917
922	149888	1474040
923	150069	1474055
924	150252	1474096
925	150455	1474330
926	150654	1474531
927	150822	1474418
928	151034	1474745
929	151226	1474866
930	151451	1475305
931	151639	1475395
932	151834	1475546
933	152035	1475756
934	152246	1476056
935	152443	1476225
936	152662	1476607
937	152846	1476645
938	153078	1477148
939	153252	1477094
940	153465	1477408
941	153655	1477504
942	153843	1477582
943	154030	1477650
944	154245	1477985
945	154452	1478240
946	154637	1478283
947	154832	1478423
948	155032	1478610
949	155223	1478705
950	155420	1478862
951	155632	1479163
952	155831	1479338
953	156040	1479608
954	156196	1479368
955	156390	1479491
956	156585	1479622
957	156795	1479904
958	156975	1479891
959	157160	1479925
960	157376	1480253
961	157581	1480480
962	157788	1480721
963	157976	1480783
964	158177	1480966
965	158394	1481303
966	158578	1481322
967	158781	1481526
968	158970	1481592
969	159168	1481739
970	159354	1481787
971	159568	1482087
972	159753	1482107
973	159950	1482256
974	160154	1482459
975	160351	1482594
976	160562	1482862
977	160736	1482784
978	160931	1482900
979	161116	1482932
980	161311	1483050
981	161493	1483045
982	161697	1483237
983	161909	1483512
984	162107	1483654
985	162326	1483990
986	162534	1484213
987	162736	1484395
988	162942	1484606
989	163142	1484763
990	163347	1484963
991	163534	1484998
992	163741	1485216
993	163943	1485391
994	164140	1485511
995	164344	1485699
996	164534	1485765
997	164737	1485942
998	164932	1486045
999	165145	1486306
1000	165336	1486372
1001	165534	1486508
1002	165736	1486668
1003	165943	1486883
1004	166132	1486926
1005	166337	1487116
1006	166539	1487278
1007	166754	1487557
1008	166972	1487856
1009	167193	1488185
1010	167398	1488371
1011	167592	1488460
1012	167774	1488439
1013	167966	1488507
1014	168175	1488729
1015	168345	1488598
1016	168549	1488769
1017	168765	1489050
1018	168982	1489337
1019	169179	1489445
1020	169372	1489519
1021	169578	1489704
1022	169767	1489741
1023	169960	1489813
1024	170163	1489972
1025	170369	1490147
1026	170574	1490328
1027	170757	1490304
1028	170968	1490528
1029	171161	1490596
1030	171347	1490603
1031	171547	1490732
1032	171724	1490662
1033	171929	1490827
1034	172124	1490911
1035	172310	1490922
1036	172510	1491041
1037	172675	1490866
1038	172887	1491093
1039	173086	1491207
1040	173278	1491264
1041	173455	1491181
1042	173632	1491112
1043	173808	1491021
1044	174011	1491166
1045	174206	1491245
1046	174430	1491570
1047	174647	1491838
1048	174829	1491802
1049	175053	1492119
1050	175242	1492147
1051	175442	1492259
1052	175639	1492347
1053	175826	1492354
1054	175996	1492216
1055	176190	1492282
1056	176379	1492296
1057	176592	1492522
1058	176788	1492601
1059	177001	1492828
1060	177198	1492912
1061	177408	1493104
1062	177617	1493288
1063	177802	1493269
1064	178023	1493557
1065	178221	1493653
1066	178421	1493756
1067	178642	1494038
1068	178829	1494040
1069	179032	1494170
1070	179233	1494281
1071	179461	1494621
1072	179665	1494760
1073	179863	1494840
1074	180050	1494841
1075	180269	1495101
1076	180490	1495369
1077	180703	1495581
1078	180915	1495777
1079	181122	1495934
1080	181345	1496224
1081	181549	1496357
1082	181753	1496483
1083	181962	1496655
1084	182158	1496719
1085	182354	1496787
1086	182572	1497028
1087	182781	1497196
1088	183010	1497530
1089	183192	1497476
1090	183372	1497404
1091	183567	1497452
1092	183782	1497665
1093	184004	1497938
1094	184218	1498143
1095	184423	1498269
1096	184621	1498348
1097	184841	1498595
1098	185061	1498845
1099	185276	1499053
1100	185506	1499384
1101	185711	1499510
1102	185918	1499654
1103	186116	1499724
1104	186327	1499896
1105	186525	1499960
1106	186716	1499972
1107	186942	1500261
1108	187131	1500259
1109	187323	1500277
1110	187499	1500162
1111	187705	1500294
1112	187924	1500521
1113	188127	1500631
1114	188361	1500979
1115	188559	1501041
1116	188773	1501230
1117	188978	1501347
1118	189191	1501527
1119	189427	1501886
1120	189617	1501888
1121	189829	1502056
1122	190059	1502363
1123	190262	1502467
1124	190473	1502621
1125	190664	1502622
1126	190863	1502693
1127	191071	1502826
1128	191296	1503095
1129	191516	1503317
1130	191721	1503429
1131	191933	1503593
1132	192145	1503758
1133	192353	1503887
1134	192540	1503850
1135	192744	1503946
1136	192955	1504102
1137	193156	1504177
1138	193357	1504246
1139	193586	1504540
1140	193805	1504755
1141	194009	1504846
1142	194203	1504868
1143	194391	1504835
1144	194596	1504935
1145	194797	1505007
1146	195010	1505167
1147	195218	1505287
1148	195429	1505437
1149	195639	1505577
1150	195805	1505372
1151	196019	1505535
1152	196201	1505455
1153	196395	1505470
1154	196611	1505653
1155	196803	1505652
1156	196981	1505538
1157	197173	1505530
1158	197379	1505638
1159	197591	1505781
1160	197782	1505771
1161	197991	1505893
1162	198201	1506025
1163	198401	1506081
1164	198626	1506319
1165	198845	1506522
1166	199054	1506643
1167	199266	1506783
1168	199454	1506746
1169	199657	1506814
1170	199880	1507044
1171	200087	1507147
1172	200287	1507191
1173	200516	1507460
1174	200712	1507482
1175	200924	1507619
1176	201133	1507730
1177	201321	1507690
1178	201536	1507846
1179	201731	1507855
1180	201924	1507850
1181	202114	1507821
1182	202312	1507850
1183	202542	1508123
1184	202757	1508272
1185	202973	1508437
1186	203172	1508476
1187	203370	1508500
1188	203577	1508597
1189	203785	1508698
1190	203986	1508748
1191	204174	1508697
1192	204375	1508747
1193	204589	1508889
1194	204806	1509057
1195	205018	1509183
1196	205206	1509136
1197	205427	1509327
1198	205627	1509363
1199	205855	1509607
1200	206101	1509981
1201	206339	1510295
1202	206549	1510403
1203	206783	1510689
1204	207004	1510875
1205	207206	1510925
1206	207449	1511269
1207	207659	1511378
1208	207855	1511379
1209	208046	1511348
1210	208239	1511326
1211	208431	1511302
1212	208612	1511196
1213	208808	1511194
1214	209004	1511193
1215	209200	1511196
1216	209415	1511332
1217	209624	1511431
1218	209832	1511514
1219	210045	1511642
1220	210254	1511730
1221	210453	1511750
1222	210672	1511918
1223	210883	1512023
1224	211081	1512030
1225	211291	1512131
1226	211507	1512268
1227	211716	1512360
1228	211941	1512559
1229	212169	1512787
1230	212357	1512720
1231	212550	1512698
1232	212761	1512795
1233	213007	1513145
1234	213257	1513522
1235	213460	1513565
1236	213689	1513792
1237	213925	1514069
1238	214120	1514053
1239	214334	1514173
1240	214555	1514335
1241	214773	1514484
1242	214963	1514428
1243	215201	1514712
1244	215427	1514917
1245	215675	1515265
1246	215896	1515427
1247	216101	1515480
1248	216308	1515547
1249	216497	1515481
1250	216717	1515639
1251	216904	1515558
1252	217104	1515569
1253	217294	1515514
1254	217486	1515472
1255	217711	1515658
1256	217915	1515699
1257	218108	1515664
1258	218327	1515803
1259	218518	1515753
1260	218704	1515671
1261	218923	1515808
1262	219156	1516046
1263	219386	1516266
1264	219589	1516296
1265	219791	1516315
1266	219981	1516254
1267	220188	1516312
1268	220376	1516239
1269	220566	1516175
1270	220756	1516117
1271	220958	1516134
1272	221164	1516183
1273	221354	1516120
1274	221542	1516042
1275	221734	1515997
1276	221928	1515957
1277	222150	1516113
1278	222354	1516148
1279	222552	1516142
1280	222769	1516255
1281	222977	1516317
1282	223197	1516457
1283	223397	1516457
1284	223610	1516548
1285	223810	1516554
1286	223996	1516457
1287	224190	1516415
1288	224371	1516291
1289	224583	1516376
1290	224804	1516517
1291	225027	1516672
1292	225227	1516668
1293	225432	1516702
1294	225627	1516671
1295	225824	1516650
1296	226024	1516643
1297	226247	1516800
1298	226432	1516694
1299	226619	1516607
1300	226834	1516702
1301	227026	1516650
1302	227239	1516733
1303	227441	1516743
1304	227644	1516759
1305	227867	1516904
1306	228091	1517058
1307	228317	1517227
1308	228497	1517088
1309	228716	1517208
1310	228925	1517264
1311	229112	1517174
1312	229305	1517121
1313	229512	1517158
1314	229722	1517218
1315	229931	1517267
1316	230150	1517386
1317	230360	1517444
1318	230545	1517332
1319	230757	1517404
1320	230940	1517285
1321	231124	1517171
1322	231311	1517077
1323	231516	1517100
1324	231718	1517098
1325	231935	1517200
1326	232148	1517272
1327	232339	1517208
1328	232540	1517202
1329	232752	1517269
1330	232948	1517230
1331	233151	1517232
1332	233327	1517063
1333	233522	1517023
1334	233720	1516993
1335	233934	1517070
1336	234126	1517007
1337	234324	1516977
1338	234533	1517021
1339	234743	1517075
1340	234947	1517084
1341	235151	1517093
1342	235362	1517152
1343	235566	1517161
1344	235741	1516981
1345	235954	1517050
1346	236138	1516931
1347	236351	1516997
1348	236563	1517055
1349	236781	1517156
1350	236979	1517127
1351	237170	1517050
1352	237394	1517184
1353	237592	1517154
1354	237784	1517083
1355	237977	1517016
1356	238186	1517056
1357	238392	1517076
1358	238600	1517103
1359	238786	1516994
1360	238968	1516864
1361	239184	1516939
1362	239381	1516904
1363	239609	1517058
1364	239782	1516868
1365	239996	1516932
1366	240186	1516848
1367	240382	1516799
1368	240593	1516847
1369	240814	1516957
1370	241014	1516934
1371	241221	1516954
1372	241418	1516907
1373	241631	1516965
1374	241794	1516710
1375	241992	1516672
1376	242212	1516772
1377	242400	1516674
1378	242615	1516740
1379	242811	1516695
1380	243028	1516771
1381	243221	1516703
1382	243436	1516771
1383	243653	1516850
1384	243841	1516747
1385	244033	1516669
1386	244262	1516823
1387	244466	1516817
1388	244649	1516684
1389	244867	1516768
1390	245065	1516729
1391	245289	1516850
1392	245502	1516900
1393	245730	1517040
1394	245933	1517029
1395	246156	1517144
1396	246357	1517116
1397	246581	1517234
1398	246792	1517271
1399	246969	1517099
1400	247178	1517124
1401	247399	1517221
1402	247612	1517264
1403	247823	1517298
1404	248033	1517331
1405	248240	1517338
1406	248449	1517359
1407	248665	1517422
1408	248853	1517318
1409	249040	1517201
1410	249264	1517313
1411	249432	1517089
1412	249633	1517059
1413	249806	1516860
1414	250034	1516992
1415	250230	1516935
1416	250440	1516957
1417	250665	1517076
1418	250916	1517346
1419	251123	1517352
1420	251340	1517416
1421	251562	1517513
1422	251805	1517736
1423	251982	1517556
1424	252184	1517529
1425	252389	1517525
1426	252591	1517493
1427	252803	1517532
1428	253017	1517572
1429	253209	1517488
1430	253434	1517594
1431	253637	1517571
1432	253821	1517438
1433	254024	1517418
1434	254234	1517432
1435	254452	1517501
1436	254658	1517493
1437	254874	1517547
1438	255060	1517422
1439	255272	1517452
1440	255471	1517405
1441	255684	1517437
1442	255896	1517465
1443	256087	1517371
1444	256278	1517278
1445	256497	1517346
1446	256710	1517374
1447	256905	1517305
1448	257097	1517215
1449	257293	1517142
1450	257514	1517222
1451	257716	1517187
1452	257914	1517132
1453	258109	1517060
1454	258290	1516904
1455	258488	1516843
1456	258731	1517051
1457	258922	1516954
1458	259128	1516937
1459	259342	1516974
1460	259557	1517018
1461	259784	1517124
1462	259999	1517166
1463	260202	1517134
1464	260438	1517296
1465	260654	1517342
1466	260876	1517420
1467	261110	1517572
1468	261326	1517616
1469	261565	1517794
1470	261797	1517927
1471	261991	1517844
1472	262227	1518001
1473	262476	1518231
1474	262683	1518221
1475	262911	1518330
1476	263113	1518290
1477	263299	1518159
1478	263499	1518106
1479	263723	1518189
1480	263942	1518250
1481	264157	1518282
1482	264351	1518192
1483	264556	1518171
1484	264769	1518192
1485	264999	1518306
1486	265184	1518168
1487	265410	1518262
1488	265619	1518257
1489	265829	1518262
1490	266005	1518066
1491	266211	1518049
1492	266433	1518116
1493	266652	1518168
1494	266855	1518129
1495	267080	1518214
1496	267269	1518099
1497	267477	1518084
